CPB;TITULO_ORIGINAL;DIRETOR;PAIS_DIRETOR
B1500483400000;DOSSIÊ ATAULFO ALVES;MARCELO DE OLIVEIRA AMIKY;BRASIL
B1500483500000;"TITÃS - ""NHEENGATU AO VIVO""";JOANA SALLES MAZZUCCHELLI;BRASIL
B1500483600000;DEIXA SER;THIAGO CALVINO MORAES;BRASIL
B1500483700000;SOB O SOL;ROGERIO ROMANO BONATO;BRASIL
B1500483800000;BOTECO, MIL E UMA VEZES BOTECO;ROGERIO ROMANO BONATO;BRASIL
B1500483900000;NUBLU JAZZ FESTIVAL: MENTE CORPO ESPÍRITO;DANIEL PAULO DOS SANTOS;BRASIL
B1500484000000;ALEMANHA GROOVE;TALITA TODARO SANTOS DE MIRANDA;BRASIL
B1500484100000;MOVIMENTO VIOLÃO 2015;FLAVIO NEVES RODRIGUES;BRASIL
B1500484200000;JARDS MACALÉ - MAKING OF;MARIA REJANE ZILLES;BRASIL
B1500484400000;TÓXICO;PATRICK RODOLFO LEAL;BRASIL
B1500485200000;ENTRECORPOS;GUSTAVO LIMA RAULINO DE OLIVEIRA;BRASIL
B1500487500000;O HOMEM DUBLADO;RENATO ALECIO TURNES;BRASIL
B1500487600000;DIRIGE, RAFA!;OCTAVIO SCOPELLITI;BRASIL
B1500487700000;SHOKABILLIS;CICERO BARRETO FRAGA NETO;BRASIL
B1500487800000;AMORES LIVRES;JOAO HENRIQUE VIEIRA DA SILVA JARDIM;BRASIL
B1500487900000;CRISTINA ORTIZ;FLAVIO NEVES RODRIGUES;BRASIL
B1500488000000;CRISTIAN BUDU;FLAVIO NEVES RODRIGUES;BRASIL
B1500488100000;ORDINARY PIECE;ALLEXIA DE PINHO FERREIRA;BRASIL
B1500488100000;ORDINARY PIECE;LEANDRO BARBOSA LIMA GONCALVES;BRASIL
B1500488200000;BAJADO;MARCELO PINHEIRO PINTO FILHO;BRASIL
B1500488300000;NAU INSENSATA;CRISTIANO TEIXEIRA SIDOTI;BRASIL
B1500488400000;CANTO PARANÁ;ADRIANO OLIVEIRA ESTURILHO;BRASIL
B1500488400000;CANTO PARANÁ;CAROLINA HAVRO WINTER;BRASIL
B1500488400000;CANTO PARANÁ;FABIO ALLON DOS SANTOS;BRASIL
B1500488500000;WHIRLWIND;FABIANA SANTA JOAQUIM;BRASIL
B1500488600000;GANGUE DA PESADA;TXAI JUNQUEIRA VIEGAS;BRASIL
B1500488700000;ANTES QUE SEJA TARDE;ALEXANDRE DUBIELA EVELIN;BRASIL
B1500488800000;CORTES;EVERTON SEINO;BRASIL
B1500488800000;CORTES;VALDIR FAGUNDES;BRASIL
B1500488900000;DVD SETE MIL VEZES AO VIVO;SIMONE CAETANO DE ALMEIDA NEVES;BRASIL
B1500489000000;A GRANDE LUTA;DANIEL JOSE RIBEIRO BILLIO;BRASIL
B1500489100000;ÁGUIAS DA CIDADE - TERCEIRA TEMPORADA;RODRIGO ADOLFO VEIRANO ASTIZ;BRASIL
B1500489100000;ÁGUIAS DA CIDADE - TERCEIRA TEMPORADA;SERGIO ZEIGLER;BRASIL
B1500489200000;ÁFRICA VISITA;FREDERICO BELCHIOR SANTANA;BRASIL
B1500489200000;ÁFRICA VISITA;JOAO MARQUES GUERRA;BRASIL
B1500489300000;SAUDADES ETERNAS;JOSIVANIO PIRES DA SILVA;BRASIL
B1500489400000;UNA GUERRA MÁS;ARON MATSCHULAT AGUIAR;BRASIL
B1500489500000;GUIA PRÁTICO PARA ESCOLHER O SOFÁ DOS SEUS SONHOS;MARCELO ENGSTER;BRASIL
B1500489600000;MOMENTO AGRO DO BRASIL;BRUNA CAROLINA FORTES BRAZ;BRASIL
B1500489700000;RENOVAÇÃO;CARLOS EDUARDO CASTRO OLIVEIRA DE FARIA;BRASIL
B1500489800000;VAMPIRO 40º;MARCELO FERRETTI SANTIAGO;BRASIL
B1500490900000;CLIPE NAS NUVENS;RENATO POLITI;BRASIL
B1500491800000;A ÚLTIMA FOTO;THAIS FERNANDES;BRASIL
B1500491900000;O CANGACEIRO FRANCÊS;CARLOS ANTONIO DUARTE DA CRUZ;BRASIL
B1500492000000;O QUE ESTA FEITO, ESTA FEITO - MATANZA;LIGIA RAMOS DE MACEDO SOARES;BRASIL
B1500492100000;CAMINHOS EM BUSCA DE UM TEMPO (AINDA NÃO CATALOGADO);CARLOS ANTONIO DUARTE DA CRUZ;BRASIL
B1500492200000;AS RUAS DE OGNATOQUE;CARLOS ANTONIO DUARTE DA CRUZ;BRASIL
B1500492300000;O SHOW DA LUNA! SEGUNDA TEMPORADA;CELIA CATUNDA SERRA;BRASIL
B1500492300000;O SHOW DA LUNA! SEGUNDA TEMPORADA;FRANCISCO GUILHERME MISTRORIGO;BRASIL
B1500492400000;ROC BRASIL;DIANA LANDGRAF PEREIRA;BRASIL
B1500492500000;DA PELE PRETA;HUMBERTO GOMES DA ROSA;BRASIL
B1500492500000;DA PELE PRETA;THAIRON BORTOLATO MENDES;BRASIL
B1500492600000;QUARENTA DIAS E QUARENTA NOITES;PAULO EDUARDO PALMERIO;BRASIL
B1500492700000;NOSSA TOCA - 1A TEMPORADA;LEONARDO AUGUSTO FELIPPI;BRASIL
B1500492700000;NOSSA TOCA - 1A TEMPORADA;RODRIGO SCHAEFER;BRASIL
B1500492800000;QUANDO SEUS OLHOS OLHAREM PARA DENTRO DE SEUS OLHOS MANCHAS DE SANGUE ELES VERÃO;EDUARDO PENTEADO SCHAAL;BRASIL
B1500492800000;QUANDO SEUS OLHOS OLHAREM PARA DENTRO DE SEUS OLHOS MANCHAS DE SANGUE ELES VERÃO;PAULO RENATO DE SOUZA WEIDEBACH;BRASIL
B1500493400000;E O MAR VIROU SANGUE...;PAULO RENATO DE SOUZA WEIDEBACH;BRASIL
B1500493500000;SESMARIA;GABRIELA RICHTER LAMAS;BRASIL
B1500493600000;MONTANHAS DA AMAZÔNIA, EM BUSCA DA FLORA DESCONHECIDA;RICARDO AZOURY DE AGUIAR;BRASIL
B1500493700000;ASPIRINA PARA DOR DE CABEÇA;PHILIPPE BASTOS FELICIANO DA COSTA;BRASIL
B1500493800000;ARUJÁ: DO OURO À NATUREZA;DIMAS DE OLIVEIRA JUNIOR;BRASIL
B1500494200000;KELLY E A KOMBI;ROGERIO ROMANO BONATO;BRASIL
B1500494300000;VIDEOCLIPE - CASTIGO - KAOWANE;LUIZ CLAUDIO BOZZA MENDES;BRASIL
B1500494400000;JAM;PAULO RENATO DE SOUZA WEIDEBACH;BRASIL
B1500494500000;O ENCONTRO;NICOLE MARIEL ALANA CAROLINE MONTOYA SAMPERI;BRASIL
B1500494600000;SUBMARINO;RAFAEL VILLA NOVA AIDAR;BRASIL
B1500494700000;ABRAÇO DE MARÉ;VICTOR DE CARVALHO CIRIACO;BRASIL
B1500494800000;MONTEIRO LOBATO - FURACÃO NA BOTOCUNDIA;ROBERTO ELISABETSKY;BRASIL
B1500494900000;FICAR AQUI;LUIZ ALBERTO GONCALVES;BRASIL
B1500496000000;POR ONDE PASSEIAM TEMPOS MORTOS;FELIPE MACIEL XAVIER DINIZ;BRASIL
B1500496300000;GARAGEM MAKER;WILLIAN NOGUEIRA;BRASIL
B1500496400000;TALVEZ NEVE NA SERRA;RICARDO WESCHENFELDER;BRASIL
B1500496500000;HECTOR;EDUARDO FELISTOQUE;BRASIL
B1500496600000;TORO;EDUARDO FELISTOQUE;BRASIL
B1500496700000;HEINEKEN BECO DAS GARRAFAS;ANA PAULA TRABULSI;BRASIL
B1500496800000;TRAVESSIA DO TEMPO;DORRIT HARAZIM;Não Informado
B1500496900000;TRAVESSIA DA VIDA;DORRIT HARAZIM;Não Informado
B1500497000000;TRAVESSIA DO ESCURO;DORRIT HARAZIM;Não Informado
B1500497100000;CAETANA;FELIPE THIAGO VIANNA NEPOMUCENO;BRASIL
B1500497200000;CLARA E A LUA;ANA BEATRIZ HERMANSON POMAR;BRASIL
B1500497300000;A MANSÃO MALUCA DO PROFESSOR AMBRÓSIO - TEMPORADA 4;NELSON BOTTER JUNIOR;BRASIL
B1500497400000;HISTÓRIAS DE CINEMA;CAROLINA PEREIRA DE MENEZES;BRASIL
B1500497400000;HISTÓRIAS DE CINEMA;MARCO ANTONIO PINTO MARTINS;BRASIL
B1500497500000;888POKER SHOW;RONALDO HELMLINGER FERNANDES;BRASIL
B1500497600000;QUIMPASSI (DOOMY REMIX);CAIO ROMANO GUERRA;BRASIL
B1500497600000;QUIMPASSI (DOOMY REMIX);HELENA ROMANO GUERRA;BRASIL
B1500497700000;ME TEMA (DOOMY REMIX);CAIO ROMANO GUERRA;BRASIL
B1500497700000;ME TEMA (DOOMY REMIX);HELENA ROMANO GUERRA;BRASIL
B1500497800000;TRAVEL AND SHARE;ROMULO WOLFF PEREIRA;BRASIL
B1500497900000;ACÚSTICO MARCOS E BELUTTI TÃO FELIZ;LUIZ FERNANDO TREVISAN FERREIRA;BRASIL
B1500498000000;ARTISTAS CATARINENSES;ALEJANDRO AHMED LAMELA ADO;BRASIL
B1500498000000;ARTISTAS CATARINENSES;CAROLINA PEREIRA DE MENEZES;BRASIL
B1500498000000;ARTISTAS CATARINENSES;GLAUCIA GRIGOLO;BRASIL
B1500498000000;ARTISTAS CATARINENSES;JEFFERSON BITTENCOURT DOS SANTOS;BRASIL
B1500498000000;ARTISTAS CATARINENSES;MARCO ANTONIO PINTO MARTINS;BRASIL
B1500498000000;ARTISTAS CATARINENSES;NONI FABIO BRUGGEMANN;BRASIL
B1500498000000;ARTISTAS CATARINENSES;RENATO ALECIO TURNES;BRASIL
B1500498000000;ARTISTAS CATARINENSES;SILVANA LEAL NUNES;BRASIL
B1500498100000;A RECEITA DO MESA;THIAGO VASQUEZ MOLINA;BRASIL
B1500498200000;DESTINO;DIEGO TAFAREL DE FREITAS;BRASIL
B1500498300000;CUSTOM CLUB BRASIL;ANDRE BARMAK SACRAMENTO;BRASIL
B1500498300000;CUSTOM CLUB BRASIL;ROBERTO HELENE DAVILA;BRASIL
B1500498400000;MACACO ALBINO: PLATAFORMA;ROBERTO MASSAYOSHI UECHI;BRASIL
B1500498600000;IDENTIDADE COTIDIANA;ANNA CARL LUCCHESE;BRASIL
B1500499500000;TOP 5 RICHARD RASMUSSEN -1A TEMPORADA;PATRICIA URDIALE DE GOES;BRASIL
B1500500200000;O MISTÉRIO DA FELICIDADE;DANIEL BURMAN;ARGENTINA
B1500500300000;POLAR;FABIO AUGUSTO DAHER VIANNA;BRASIL
B1500500300000;POLAR;FELIPE MARTINS FERREIRA GROSSO;BRASIL
B1500500300000;POLAR;ODIRLEI EDSON DE SEIXAS;BRASIL
B1500500600000;A GRANDE FARSA - 1ª TEMPORADA;MARCIO TRIGO DE LOUREIRO;BRASIL
B1500500700000;MATER DOLOROSA;DANIEL PECEGO VIEIRA CAETANO;BRASIL
B1500500700000;MATER DOLOROSA;TAMUR AIMARA MONTEIRO DE ALMEIDA;BRASIL
B1500500800000;SOLTE OS BICHOS DE UMA VEZ;MARCELO BARROZO GOULART;BRASIL
B1500500900000;TRÊS VEZES MARIA;MARCIA LOHSS;BRASIL
B1500501000000;NA LINHA DO TEMPO;RENATO CABRAL DOS SANTOS;BRASIL
B1500501100000;GLASS;CARLOS ALBERTO DE NOBREGA FILHO;BRASIL
B1500501300000;OUTRO SOM;DANIELA PICARELLI DO AMARAL GURGEL;BRASIL
B1500501400000;ENTRANHAS;FILIPE AUGUSTO DE SIQUEIRA FRANCA;BRASIL
B1500501500000;JULIANA C. SOUZA(OS VÍDEOS);JULIANA JOSEPHA CARVALHO DE SOUZA;BRASIL
B1500501800000;NEW GAZA;RITA DE CASSIA MARTINS TRAGTENBERG;BRASIL
B1500501900000;AS LENDAS DE UM QUEBRA-NOZES;TELMA DIAS NASCIMENTO;BRASIL
B1500502000000;SALVEM AS CRIANÇAS;LORRAINE GALLARD;BRASIL
B1500502100000;TÉCNICA RURAL;DEBORA FABRICIO RITTER;BRASIL
B1500502200000;PROGRAMA CONTRATEMPO - PILOTO;MARCELO VILLANOVA LOPES LAPA;BRASIL
B1500502500000;HEY!MAN E SEUS CONSELHOS DE MESTRE;PAULO EDUARDO CEZARETO PASSARO;BRASIL
B1500513400000;A PALAVRA;GUILHERME DE ALMEIDA PRADO;BRASIL
B1500513500000;A MEMÓRIA DA LUZ;MARCELO AUGUSTO SILVA RAMALHO;BRASIL
B1500513600000;COZINHA PARA 2 S3;ANA CAROLINA THOME DE SOUZA;BRASIL
B1500513700000;CONTOS URBANOS;FERNANDO GONZALEZ CRUZ DE MAMARI;BRASIL
B1500513700000;CONTOS URBANOS;TARSILLA CRISTINA ALVES;BRASIL
B1500514400000;CANAL IDEAFIXA;CARLOS ALEXANDRE PACHECO DE LACERDA;BRASIL
B1500515500000;SAMBA SOCIAL CLUBE NOVA GERAÇÃO;MARCELO PIRES VILELLA;BRASIL
B1500515600000;MAD DOGS;ROBERTO STUDART RAMOS DE QUEIROZ FILHO;BRASIL
B1500515700000;GLOBO REPÓRTER DESTINOS FASCINANTES III;ALI KAMEL;BRASIL
B1500519800000;ERA ILUMINADA - BLACK MUSIC;MARCELO DE OLIVEIRA AMIKY;BRASIL
B1500519900000;14 DE JANEIRO - TERRA, SAMBA E SANTO;NEUMA CRISTIANE LAVAREDA GARCIA;BRASIL
B1500520000000;BIO.FUTURA;RODRIGO DE ARAUJO PONICHI;BRASIL
B1500520100000;PREGO NO CHINELO;VALDIR FAGUNDES;BRASIL
B1500520200000;MELHORES MOMENTOS PRÊMIO MULTISHOW;GUILHERME LUIZ ZATTAR;BRASIL
B1500520300000;DIGO SIM;ANA CARINA ZARATIN DE OLIVEIRA;BRASIL
B1500522900000;AS APARÊNCIAS ENGANAM;ELIETE ROSSI;BRASIL
B1500523200000;BOA MORTE;DEBORA DE OLIVEIRA PINTO TEIXEIRA;BRASIL
B1500526500000;ERA ILUMINADA - ROCK ANOS 80;DANIEL PAULO DOS SANTOS;BRASIL
B1500527300000;NIFRAPO;RICARDO VILLAS BOAS BRAVO;BRASIL
B1500527800000;THIS LOVE'S ELECTRIC;RHADY PIMENTA BARBOZA DO NASCIMENTO;BRASIL
B1500528000000;REFERÊNCIA;RICARDO VILLAS BOAS BRAVO;BRASIL
B1500529900000;O PRACINHA DE ODESSA;LUIS FELIPE GURGEL RIBEIRO LABAKI;BRASIL
B1500531000000;CICLO 7X1;GILBERTO BARONI FILHO;BRASIL
B1500531200000;UM OLHAR PARA A ESCURIDÃO;CRISTIANE SANTOS DE LEMOS;BRASIL
B1500531300000;CADENTE;CLAUDIO BITENCOURT AVILA;BRASIL
B1500531300000;CADENTE;DIEGO DE MELLO REGO LOPES;BRASIL
B1500531400000;ABORRESCENTES;LUCAS YOUNES DE ARAUJO;BRASIL
B1500531500000;INTANGÍVEL;CLAUDIO BITENCOURT AVILA;BRASIL
B1500531500000;INTANGÍVEL;DIEGO DE MELLO REGO LOPES;BRASIL
B1500531600000;ÉGUN;HELDER QUIROGA MENDOZA;BRASIL
B1500531700000;INTERVENÇÃO;PEDRO MAIA DE BRITO CAVALCANTI;BRASIL
B1500531800000;BASTTARDOS - SUA CAMA;ALEXANDER MONTES CAMPOS;BRASIL
B1500531900000;CHOKKY STARLUST AND THE HAMSTERS FROM PLUTO ¿ SICK OF IT ALL;MARCO AURELIO DE ABREU TAVORA;BRASIL
B1500532000000;MUSIC TRENDS - 2ª TEMPORADA;MIGUEL VARCA FILHO;BRASIL
B1500532000000;MUSIC TRENDS - 2ª TEMPORADA;RAFAEL GODOI CALIL DA COSTA;BRASIL
B1500532100000;PADRE NOSSO;JOAQUIM ELIAS NAGIB PINTO HAICKEL;BRASIL
B1500532200000;ASSAZ BAIANO;MARCOS LABORDA PORTELLA POVOAS;BRASIL
B1500532200000;ASSAZ BAIANO;SOFIA PEDREIRA FEDERICO;BRASIL
B1500532300000;DOCE;ELIR HENRIQUES DE MENDONCA FILHO;BRASIL
B1500532400000;NA RUA,NA CHUVA,NA FAZENDA(CASINHA DE SAPÊ);JOSE AMARILIO SOUZA DE OLIVEIRA JUNIOR;BRASIL
B1500532500000;MISTER H;BERNARD PAYEN;FRANÇA
B1500532900000;TÉCNICA RURAL;DEBORA FABRICIO RITTER;BRASIL
B1500535000000;VAI PASSAR;BRUNA MAESTRI LESSA;BRASIL
B1500535100000;TECNICA RURAL;DENISE MARIA RIBEIRO DO VALE CORREA;BRASIL
B1500536200000;ENTREVISTA DE EMPREGO;THIAGO DOMINGUES PENTEADO;BRASIL
B1500536900000;GRANDES FAZENDAS;AIRTON DO AMARAL LEAL;BRASIL
B1500537200000;NOUTRAS;AUGUSTO CALCADA MAGALHAES;BRASIL
B1500537200000;NOUTRAS;LUCILA CARVALHO JUNQUEIRA MEIRELLES;BRASIL
B1500537300000;AGROCURSO;DENISE MARIA RIBEIRO DO VALE CORREA;BRASIL
B1500537500000;MEU QUERIDO;GABRIEL ALVES DE MENEZES;BRASIL
B1500537500000;MEU QUERIDO;RAMON DAVSON ASSIMOS BRAGA;BRASIL
B1500537600000;O CLINCHE;THOMAZ DE MORAES SALLES PEREIRA COSTA;BRASIL
B1500538100000;TEM ALGUÉM EM CASA?;HELIO MITIHARU ISHII;BRASIL
B1500538400000;CENTRO DA TERRA E SCARLETT - FILHO DA LUZ;FREDERICO SILVA PALA;BRASIL
B1500538500000;IMERSÃO OLHO-URUBU;ANDRE GUERREIRO LOPES;BRASIL
B1500538600000;APÁTRIDAS;SUSANA MARA DA SILVA LIRA;BRASIL
B1500538800000;ESTAMOS AQUI (DANKEN GOT);ANDREA LERNER;BRASIL
B1500538800000;ESTAMOS AQUI (DANKEN GOT);CINTIA CHAMECKI;BRASIL
B1500538900000;O POVO DOURADO SOMOS TODOS NÓS;CECILIA MIGUEL ENGELS;BRASIL
B1500538900000;O POVO DOURADO SOMOS TODOS NÓS;DANIELA PERENTE;BRASIL
B1500538900000;O POVO DOURADO SOMOS TODOS NÓS;FELIPE EUGENIO KURC;BRASIL
B1500539000000;LÂMPADAS FLUORESCENTES SOB OS OLHOS DAS COBRAS-CEGAS;ALEXANDRE VINICIUS ESTEVANATO;BRASIL
B1500539100000;O VILÃO - UM FILME CAIPIRA;BRUNO VIEIRA LOTTELLI;BRASIL
B1500539300000;LIÇÃO DE ESQUI;LEONARDO MOURA MATEUS;BRASIL
B1500539300000;LIÇÃO DE ESQUI;SAMUEL ALVES MOREIRA BRASILEIRO;BRASIL
B1500539400000;CRIA DE NINGUÉM;AMANDA DUARTE DA SILVA;BRASIL
B1500539500000;ALDERÃO;JOAO PEDRO BASTOS TORRERO DIAZ;BRASIL
B1500539600000;VITÓRIA;EDGARD CAMINHA DE MIRANDA SILVA;BRASIL
B1500539700000;DIRETO AO PONTO;ALESSANDRA MELLO PINTO;BRASIL
B1500539800000;CARTAS DO DESTERRO;CORACI BARTMAN RUIZ;BRASIL
B1500539800000;CARTAS DO DESTERRO;JULIO DE MATOS LIMA;BRASIL
B1500539900000;A PEDRA E A PALAVRA;JOAQUIM ELIAS NAGIB PINTO HAICKEL;BRASIL
B1500539900000;A PEDRA E A PALAVRA;JOSE BELLUZZO;BRASIL
B1500540000000;CENTRO DA TERRA POWER TRIO - GODOT;BRUNO SANSAO PALA;BRASIL
B1500540100000;CENTRO DA TERRA - NADA SEI OU SEI LÁ (AO VIVO PSICODALIA);BRUNO SANSAO PALA;BRASIL
B1500540200000;SPLIFF RAP - EROTICA;GABRIEL PEREIRA VELLOSO CAMACHO;BRASIL
B1500540300000;OS DEZ MANDAMENTOS;ALEXANDRE DA ROSA AVANCINI;BRASIL
B1500541500000;LUGAR INCOMUM - 13ª TEMPORADA;PAULA VASCONCELOS BUARQUE;BRASIL
B1500541900000;SHOWLIVRE.COM;WALTER FRANCISCO DE ABREU;BRASIL
B1500542200000;ESCUTE...;MANOELA MEYER SOARES DE FREITAS;BRASIL
B1500542300000;DESERTOS;LUIZ ROSEMBERG FILHO;BRASIL
B1500542400000;MERCADO DA TERRA;ANNA BEATRIZ CHIORINO LOPEZ NOCITO;BRASIL
B1500542500000;CANÇÃO DA VOLTA;GUSTAVO ROSA DE MOURA;BRASIL
B1500542600000;SUBSOLOS;SIMONE CORTEZAO FREIRE;BRASIL
B1500542700000;TORI, A DETETIVE;ADONIAS RIOS DE MOURA TEIXEIRA;BRASIL
B1500542800000;MMM - A MONTANHA DO MEIO DO MUNDO;MARLON RAFAEL SILVEIRA RODRIGUES DE TOLEDO;BRASIL
B1500542800000;MMM - A MONTANHA DO MEIO DO MUNDO;OLGA EVERAN CARVALHO NENEVE MARTINS;BRASIL
B1500542900000;EUDORO E O LOGOS HERÁCLITO;LUIZ FERNANDO SUFFIATI;BRASIL
B1500542900000;EUDORO E O LOGOS HERÁCLITO;REGINALDO GONTIJO;BRASIL
B1500543000000;FRAGMENTOS;LUIZ ROSEMBERG FILHO;BRASIL
B1500543100000;AS FIGURANTES;LUIZ ROSEMBERG FILHO;BRASIL
B1500543200000;LINDA DE MORRER;CRISTIANE D AMATO;BRASIL
B1500543300000;SEM TÍTULO;LUIZ ROSEMBERG FILHO;BRASIL
B1500543400000;PELA RUA - 7ª TEMPORADA;CARLOS FELIPE ZODI;BRASIL
B1500543500000;NOSSA IMAGENS;LUIZ ROSEMBERG FILHO;BRASIL
B1500543600000;HERMÓGENES, PROFESSOR E POETA DO YOGA;BARBARA DE OLIVEIRA TAVARES ALMEIDA;BRASIL
B1500543700000;NINGUÉM AMA NINGUÉM...POR MAIS DE DOIS ANOS;CLOVIS VIEIRA DE MELLO JUNIOR;BRASIL
B1500543800000;O QUE É UM ATOR?;RICARDO DAVID CHREEM;BRASIL
B1500543900000;SEXO EM UM CASAMENTO BLINDADO;PAULO LIBANIO LOPES FERREIRA;BRASIL
B1500544000000;OUÇA-ME;ANDRE NASCIMENTO ARAUJO;BRASIL
B1500544000000;OUÇA-ME;ROBERTO GIOVANNETTI PAHIM;BRASIL
B1500544100000;EDUCAÇÃO EM FAMÍLIA;DENISE DE MORAES MOREIRA;BRASIL
B1500544400000;MANUAL PRÁTICO DA MELHOR IDADE;ADOLFO OSVALDO ORICO ROSENTHAL;BRASIL
B1500547300000;CRISTIANO ARAÚJO - É COM ELA QUE EU ESTOU (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500547400000;THIAGUINHO E LUDMILLA - EU NÃO QUERO MAIS (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500547500000;VINÍCIUS DE MORAES, UM RAPAZ DE FAMÍLIA;SUSANA DE MORAES FEINBERG;BRASIL
B1500547600000;CRISTIANO ARAÚJO - CÊ QUE SABE (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500548000000;CRISTIANO ARAÚJO - EFEITOS (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500548800000;PABLO - HOMEM NÃO CHORA (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500549200000;DESTINO INCOMUM - 1ª TEMPORADA;HENRIQUE CASTRO MENDEL;BRASIL
B1500549200000;DESTINO INCOMUM - 1ª TEMPORADA;RICARDO MALUF GARDOLINSKI;BRASIL
B1500549800000;THIAGUINHO E BELO - ANTES DE DIZER ADEUS (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500550600000;CRISTIANO ARAÚJO - HOJE EU TÔ TERRÍVEL (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500550900000;NÃO DEIXE QUE SEU MUNDO DESABE;DANIEL LAGE DA CUNHA;BRASIL
B1500551100000;CRISTIANO ARAÚJO - MENTE PRA MIM/VOCÊ MUDOU (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500551600000;MUNDO-LUDO;FRANCISCO MATTOS BARBOSA;BRASIL
B1500551700000;CRISTIANO ARAÚJO - PAIS E FILHOS (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500551800000;NÃO HÁ PAZ;DIOGO RODRIGUES ALBINO;BRASIL
B1500551900000;CRISTIANO ARAÚJO E BABADO NOVO - EVA (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500552000000;BLEFE;ACACIO ALVES PINTO JUNIOR;BRASIL
B1500552100000;CRISTIANO ARAÚJO E PSIRICO - MAUS BOCADOS (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500552200000;O QUE É QUE EU POSSO FAZER?;ALTIERE JUNIO LEAL SILVA;BRASIL
B1500552300000;CRISTIANO ARAÚJO E THIAGUINHO - CASO INDEFINIDO (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500552400000;CONTE ATÉ DEZ;PAULO ROBERTO REGO BARROS BISCAIA FILHO;BRASIL
B1500552500000;LATINO E LUDMILLA - TÔ NEM AÍ (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500552600000;CONHECER, COMER E AMAR;ANA CAROLINA THOME DE SOUZA;BRASIL
B1500552700000;DEJA VU;BRUNO AUTRAN DOURADO LEITE RIBEIRO;BRASIL
B1500553600000;PABLO E THIAGUINHO - FUI FIEL (EXTRAÍDO MÚSICA BOA);PEDRO HENRIQUE SECCHIN SILVA;BRASIL
B1500553700000;THE VOICE BRASIL 3;JOSE BONIFACIO BRASIL DE OLIVEIRA;BRASIL
B1500553800000;SACRIFÍCIO (VOCÊ É UM);ERICH EICHNER MARIANI;BRASIL
B1500553900000;ALÉM DO TEMPO;ROGERIO ESTEVES GOMES DE SOUZA;BRASIL
B1500554000000;SOCORRO, MEU FILHO NÃO ESTUDA!;TAIS FERNANDA BENTO SANTOS;BRASIL
B1500554100000;EM SEQUÊNCIA;LUISA GAPPO LACOMBE;BRASIL
B1500554200000;MÚLTIPLO AO VIVO;ROBERTO FRAGOSO BERBERT DE CARVALHO;BRASIL
B1500554300000;VOCÊ É TUDO;FILIPE BARRETO CERQUEIRA;BRASIL
B1500554400000;A ESPERANÇA É A ÚLTIMA QUE MORRE;CALVITO PEREIRA LEAL;BRASIL
B1500554500000;QUER UM BEIJO MEU - IVO MOZART;FABIO SEIXAS DE SOUSA SANTOS;BRASIL
B1500554600000;HOTÉIS INCRÍVEIS - 2ª TEMPORADA;JORGE LUIS MARTINS NASSARALLA;BRASIL
B1500554600000;HOTÉIS INCRÍVEIS - 2ª TEMPORADA;KARINA HABIB AJUZ;BRASIL
B1500554700000;ARDER DE PRAZER - DUDA;MICHEL SUISSO ROCHA;BRASIL
B1500554800000;SECRETO - 2ª TEMPORADA;JORGE LUIS MARTINS NASSARALLA;BRASIL
B1500554800000;SECRETO - 2ª TEMPORADA;PEDRO AUGUSTO FLORES DA CUNHA;BRASIL
B1500554900000;1 METRO E 65;ROMI ATARASHI;BRASIL
B1500555100000;SANTO DE CASA;LORENA SALES DE ALMEIDA;BRASIL
B1500555100000;SANTO DE CASA;MURILO DEOLINO SILVA SOUZA;BRASIL
B1500555200000;AS MÁSCARAS DE NILO;LORENA SALES DE ALMEIDA;BRASIL
B1500555200000;AS MÁSCARAS DE NILO;MURILO DEOLINO SILVA SOUZA;BRASIL
B1500555300000;LAÇOS DE FAMÍLIA;CESAR EDUARDO RODRIGUES DE SOUZA;BRASIL
B1500555300000;LAÇOS DE FAMÍLIA;MOACYR DE GOES FILHO;BRASIL
B1500555300000;LAÇOS DE FAMÍLIA;RICARDO CAPILLE WADDINGTON;BRASIL
