NOME_SALA;REGISTRO_SALA;CNPJ_SALA;SITUACAO_SALA;QUANTIDADE_ASSENTOS;NOME_COMPLEXO;REGISTRO_COMPLEXO;PAGINA_ELETRONICA_COMPLEXO;ENDERECO_COMPLEXO;NUMERO_ENDERECO_COMPLEXO;COMPLEMENTO_ENDERECO;BAIRRO_COMPLEXO;MUNICIPIO_COMPLEXO;CODIGO_MUNICPIO_IBGE;UF_COMPLEXO;COMPLEXO_ITINERANTE;OPERACAO_USUAL;EXIBIDOR;REGISTRO_EXIBIDOR;CNPJ_EXIBIDOR;SITUACAO_EXIBIDOR;GRUPO_EXIBIDOR
CINEART MONTE CARMO SALA 03;5004961;01.735.159/0018-65;FECHADO TEMPORARIAMENTE;219;CINEART MONTE CARMO;28616;www.cineart.com.br;AV. JUIZ MARCO TÚLIO ISAAC;1119;LJ. LZ 2002;JARDM DA CIDADE;BETIM;3106705;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART MONTE CARMO SALA 04;5004962;01.735.159/0018-65;FECHADO TEMPORARIAMENTE;219;CINEART MONTE CARMO;28616;www.cineart.com.br;AV. JUIZ MARCO TÚLIO ISAAC;1119;LJ. LZ 2002;JARDM DA CIDADE;BETIM;3106705;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART MONTE CARMO SALA 05;5004963;01.735.159/0018-65;FECHADO TEMPORARIAMENTE;219;CINEART MONTE CARMO;28616;www.cineart.com.br;AV. JUIZ MARCO TÚLIO ISAAC;1119;LJ. LZ 2002;JARDM DA CIDADE;BETIM;3106705;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART MONTE CARMO SALA 06;5006080;01.735.159/0018-65;FECHADO TEMPORARIAMENTE;219;CINEART MONTE CARMO;28616;www.cineart.com.br;AV. JUIZ MARCO TÚLIO ISAAC;1119;LJ. LZ 2002;JARDM DA CIDADE;BETIM;3106705;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART MONTE CARMO SALA 07;5004965;01.735.159/0018-65;FECHADO TEMPORARIAMENTE;219;CINEART MONTE CARMO;28616;www.cineart.com.br;AV. JUIZ MARCO TÚLIO ISAAC;1119;LJ. LZ 2002;JARDM DA CIDADE;BETIM;3106705;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PARAGEM 1;5004542;01.735.159/0014-31;EM FUNCIONAMENTO;168;CINEART PARAGEM;26527;www.cineart.com.br;AV PROFESSOR MARIO WNERNECK;1360;LOJA320;ESTORIL;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PARAGEM 2;5004543;01.735.159/0014-31;EM FUNCIONAMENTO;142;CINEART PARAGEM;26527;www.cineart.com.br;AV PROFESSOR MARIO WNERNECK;1360;LOJA320;ESTORIL;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PARAGEM 3;5004544;01.735.159/0014-31;EM FUNCIONAMENTO;142;CINEART PARAGEM;26527;www.cineart.com.br;AV PROFESSOR MARIO WNERNECK;1360;LOJA320;ESTORIL;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PARAGEM 4;5004545;01.735.159/0014-31;EM FUNCIONAMENTO;120;CINEART PARAGEM;26527;www.cineart.com.br;AV PROFESSOR MARIO WNERNECK;1360;LOJA320;ESTORIL;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PARAGEM 5;5004546;01.735.159/0014-31;EM FUNCIONAMENTO;120;CINEART PARAGEM;26527;www.cineart.com.br;AV PROFESSOR MARIO WNERNECK;1360;LOJA320;ESTORIL;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART BARBACENA 1;5006262;01.735.159/0019-46;FECHADO TEMPORARIAMENTE;126;CINEART PARQUE BARBACENA SHOPPING;42601;WWW.CINEART.COM.BR;AV HELENA AGUIAR DE FIGUEIREDO;131;LOJA 02 PISO TE;IPANEMA;BARBACENA;3105608;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART BARBACENA 2;5006263;01.735.159/0019-46;FECHADO TEMPORARIAMENTE;201;CINEART PARQUE BARBACENA SHOPPING;42601;WWW.CINEART.COM.BR;AV HELENA AGUIAR DE FIGUEIREDO;131;LOJA 02 PISO TE;IPANEMA;BARBACENA;3105608;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART BARBACENA 3;5006264;01.735.159/0019-46;FECHADO TEMPORARIAMENTE;250;CINEART PARQUE BARBACENA SHOPPING;42601;WWW.CINEART.COM.BR;AV HELENA AGUIAR DE FIGUEIREDO;131;LOJA 02 PISO TE;IPANEMA;BARBACENA;3105608;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART BARBACENA 4;5006265;01.735.159/0019-46;FECHADO TEMPORARIAMENTE;243;CINEART PARQUE BARBACENA SHOPPING;42601;WWW.CINEART.COM.BR;AV HELENA AGUIAR DE FIGUEIREDO;131;LOJA 02 PISO TE;IPANEMA;BARBACENA;3105608;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PONTEIO 1;5003772;01.735.159/0015-12;EM FUNCIONAMENTO;50;CINEART PONTEIO;26528;www.cineart.com.br;RODOVIA BR 356;2500;LOJA C01 ;SION;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PONTEIO 2;5003773;01.735.159/0015-12;EM FUNCIONAMENTO;131;CINEART PONTEIO;26528;www.cineart.com.br;RODOVIA BR 356;2500;LOJA C01 ;SION;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PONTEIO 3;5003774;01.735.159/0015-12;EM FUNCIONAMENTO;213;CINEART PONTEIO;26528;www.cineart.com.br;RODOVIA BR 356;2500;LOJA C01 ;SION;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART PONTEIO 4;5003775;01.735.159/0015-12;EM FUNCIONAMENTO;196;CINEART PONTEIO;26528;www.cineart.com.br;RODOVIA BR 356;2500;LOJA C01 ;SION;BELO HORIZONTE;3106200;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART SERRA SUL 01;5004551;01.735.159/0016-01;EM FUNCIONAMENTO;200;CINEART SERRA SUL;26529;www.cineart.com.br;RODOVIA JK BR 459 S/N KM;107;LOJA CINEMA;IPIRANGA;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART SERRA SUL 02;5004552;01.735.159/0016-01;EM FUNCIONAMENTO;200;CINEART SERRA SUL;26529;www.cineart.com.br;RODOVIA JK BR 459 S/N KM;107;LOJA CINEMA;IPIRANGA;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART SERRA SUL 03;5004553;01.735.159/0016-01;EM FUNCIONAMENTO;182;CINEART SERRA SUL;26529;www.cineart.com.br;RODOVIA JK BR 459 S/N KM;107;LOJA CINEMA;IPIRANGA;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
CINEART SERRA SUL 04;5004554;01.735.159/0016-01;EM FUNCIONAMENTO;181;CINEART SERRA SUL;26529;www.cineart.com.br;RODOVIA JK BR 459 S/N KM;107;LOJA CINEMA;IPIRANGA;POUSO ALEGRE;3152501;MG;NÃO;COMERCIAL;DELTA FILMES LTDA;437;01.735.159/0001-17;REGULAR;CINEART
TOP CINEPLEX CAMPINAS - SALA 1;5005332;12.128.142/0002-07;FECHADO TEMPORARIAMENTE;105;TOP CINEPLEX CAMPINAS;31303;www.topcineplex.com.br;AVENIDA WASHINGTON LUIS;2480;LOJA A-01/AT-31;VILA MARIETA;CAMPINAS;3509502;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
TOP CINEPLEX CAMPINAS - SALA 2;5005333;12.128.142/0002-07;FECHADO TEMPORARIAMENTE;135;TOP CINEPLEX CAMPINAS;31303;www.topcineplex.com.br;AVENIDA WASHINGTON LUIS;2480;LOJA A-01/AT-31;VILA MARIETA;CAMPINAS;3509502;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
TOP CINEPLEX CAMPINAS - SALA 3;5005334;12.128.142/0002-07;FECHADO TEMPORARIAMENTE;135;TOP CINEPLEX CAMPINAS;31303;www.topcineplex.com.br;AVENIDA WASHINGTON LUIS;2480;LOJA A-01/AT-31;VILA MARIETA;CAMPINAS;3509502;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
TOP CINEPLEX CAMPINAS - SALA 4;5005335;12.128.142/0002-07;FECHADO TEMPORARIAMENTE;129;TOP CINEPLEX CAMPINAS;31303;www.topcineplex.com.br;AVENIDA WASHINGTON LUIS;2480;LOJA A-01/AT-31;VILA MARIETA;CAMPINAS;3509502;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
TOP CINEPLEX PAULÍNIA - SALA 1;5003124;12.128.142/0001-18;EM FUNCIONAMENTO;157;TOP CINEPLEX PAULÍNIA;19399;www.topcineplex.com.br;AVENIDA JOSÉ LOZANO DE ARAÚJO;1515;LOJA A4;NOSSA SENHORA APARECIDA;PAULÍNIA;3536505;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
TOP CINEPLEX PAULÍNIA - SALA 2;5003125;12.128.142/0001-18;EM FUNCIONAMENTO;157;TOP CINEPLEX PAULÍNIA;19399;www.topcineplex.com.br;AVENIDA JOSÉ LOZANO DE ARAÚJO;1515;LOJA A4;NOSSA SENHORA APARECIDA;PAULÍNIA;3536505;SP;NÃO;COMERCIAL;DIAS CINEMATOGRÁFICA LTDA-EPP;19398;12.128.142/0001-18;REGULAR;TOP CINEPLEX
CINE ASTOR;5006609;09.207.650/0003-49;EM FUNCIONAMENTO;170;CINE ASTOR;46236;www.cineastor.com.br;RUA 09 ;240;Qd. 20 - Lt 32;CENTRAL;GOIÂNIA;5208707;GO;NÃO;NÃO COMERCIAL;E.D.S EXIBIÇÕES CINEMATOGRÁFICAS EIRELI;13286;09.207.650/0001-87;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE PARANOÁ;5006608;09.207.650/0004-20;EM FUNCIONAMENTO;200;CINE PARANOÁ;46235;www.cineparanoa.com.br;C-12, AREÁ ESPECIAL PARA CINEMA;01;SUBSOLO;TAGUATINGA CENTRO;BRASÍLIA;5300108;DF;NÃO;NÃO COMERCIAL;E.D.S EXIBIÇÕES CINEMATOGRÁFICAS EIRELI;13286;09.207.650/0001-87;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SERRA CINE;5001609;05.537.117/0001-22;FECHADO TEMPORARIAMENTE;180;SERRA CINE;6653;;RUA PITANGUI;220;;MARISA;NOVA SERRANA;3145208;MG;NÃO;COMERCIAL;EDSON COELHO RIBEIRO - ME.;2522;05.537.117/0001-22;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
;;../-;;;CINEMEC DRIVE-IN;45885;;;;;;;;;SIM;COMERCIAL;EMMANUEL PINHEIRO DE QUADROS - ME;27243;10.833.253/0001-08;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMEC IBITINGA;5005903;10.833.253/0001-08;FECHADO TEMPORARIAMENTE;147;CINEMEC IBITINGA;37934;;AVENIDA ENGENHEIRO IVANIL FRANCISCHINI;3587;;CENTRO;IBITINGA;3519600;SP;NÃO;COMERCIAL;EMMANUEL PINHEIRO DE QUADROS - ME;27243;10.833.253/0001-08;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINEMEC ITAPOLIS;5006492;10.833.253/0002-80;FECHADO TEMPORARIAMENTE;205;CINEMEC ITAPOLIS;44776;;RUA RODRIGUES ALVES;830;;CENTRO;ITÁPOLIS;3522703;SP;NÃO;COMERCIAL;EMMANUEL PINHEIRO DE QUADROS - ME;27243;10.833.253/0001-08;REGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CINE TUPI;5001412;33.810.854/0001-92;EM FUNCIONAMENTO;350;BAIXA DOS SAPATEIROS;6718;HTTP://;RUA DR. J. J. SEABRA, ;357;;BAIXA DOS SAPATEIROS;SALVADOR;2927408;BA;NÃO;NÃO COMERCIAL;EMPRESA BAIANA DE EXIBIÇÕES CINEMATOGRÁFICAS E TEATRAIS LTDA;1231;33.810.854/0001-92;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CENTERPLEX PÁTIO MACEIÓ 01;5002902;00.812.310/0003-72;FECHADO TEMPORARIAMENTE;245;CENTERPLEX MACEIÓ;17444;;AV. MENINO MARCELO ;3800;;CIDADE UNIVERSITÁRIA ;MACEIÓ;2704302;AL;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX PÁTIO MACEIÓ 02;5002899;00.812.310/0003-72;FECHADO TEMPORARIAMENTE;173;CENTERPLEX MACEIÓ;17444;;AV. MENINO MARCELO ;3800;;CIDADE UNIVERSITÁRIA ;MACEIÓ;2704302;AL;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX PÁTIO MACEIÓ 03;5002900;00.812.310/0003-72;FECHADO TEMPORARIAMENTE;203;CENTERPLEX MACEIÓ;17444;;AV. MENINO MARCELO ;3800;;CIDADE UNIVERSITÁRIA ;MACEIÓ;2704302;AL;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX PÁTIO MACEIÓ 04;5002901;00.812.310/0003-72;FECHADO TEMPORARIAMENTE;292;CENTERPLEX MACEIÓ;17444;;AV. MENINO MARCELO ;3800;;CIDADE UNIVERSITÁRIA ;MACEIÓ;2704302;AL;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX PÁTIO MACEIÓ 05;5002898;00.812.310/0003-72;FECHADO TEMPORARIAMENTE;225;CENTERPLEX MACEIÓ;17444;;AV. MENINO MARCELO ;3800;;CIDADE UNIVERSITÁRIA ;MACEIÓ;2704302;AL;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX SUZANO 1;5001360;00.812.310/0002-91;FECHADO TEMPORARIAMENTE;211;CENTERPLEX SUZANO;2873;HTTP://;RUA SETE DE SETEMBRO ;555;ARCO 99;CENTRO;SUZANO;3552502;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX SUZANO 2;5001361;00.812.310/0002-91;FECHADO TEMPORARIAMENTE;212;CENTERPLEX SUZANO;2873;HTTP://;RUA SETE DE SETEMBRO ;555;ARCO 99;CENTRO;SUZANO;3552502;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX SUZANO 3;5001362;00.812.310/0002-91;FECHADO TEMPORARIAMENTE;208;CENTERPLEX SUZANO;2873;HTTP://;RUA SETE DE SETEMBRO ;555;ARCO 99;CENTRO;SUZANO;3552502;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX SUZANO 4;5001363;00.812.310/0002-91;FECHADO TEMPORARIAMENTE;174;CENTERPLEX SUZANO;2873;HTTP://;RUA SETE DE SETEMBRO ;555;ARCO 99;CENTRO;SUZANO;3552502;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
CENTERPLEX SUZANO 5;5000909;00.812.310/0002-91;FECHADO TEMPORARIAMENTE;174;CENTERPLEX SUZANO;2873;HTTP://;RUA SETE DE SETEMBRO ;555;ARCO 99;CENTRO;SUZANO;3552502;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
DRIVE IN SHOPPING VILLA LOBOS;5006591;00.812.310/0001-00;EM FUNCIONAMENTO;70;DRIVE IN SHOPPING VILLA LOBOS;46069;;Av. Drª Ruth Cardoso;4777;;VILA HAMBURGUESA;SÃO PAULO;3550308;SP;NÃO;COMERCIAL;EMPRESA CENTERPLEX DE CINEMAS LTDA;2872;00.812.310/0001-00;REGULAR;CENTERPLEX
SALA CINE CISNE SANTO ÂNGELO 01;5002520;96.208.087/0001-66;EM FUNCIONAMENTO;130;CINE CISNE - SANTO ÂNGELO;6753;HTTP://;RUA MARQUÊS DO HERVAL;1604;;CENTRO;SANTO ÂNGELO;4317509;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CISNE SANTO ÂNGELO 02;5001608;96.208.087/0001-66;EM FUNCIONAMENTO;130;CINE CISNE - SANTO ÂNGELO;6753;HTTP://;RUA MARQUÊS DO HERVAL;1604;;CENTRO;SANTO ÂNGELO;4317509;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
SALA CINE CISNE SANTO ÂNGELO 03;5005657;96.208.087/0001-66;EM FUNCIONAMENTO;130;CINE CISNE - SANTO ÂNGELO;6753;HTTP://;RUA MARQUÊS DO HERVAL;1604;;CENTRO;SANTO ÂNGELO;4317509;RS;NÃO;COMERCIAL;EMPRESA CINE MISSIONEIRA LTDA;4780;96.208.087/0001-66;IRREGULAR;NAO PERTENCE A NENHUM GRUPO EXIBIDOR
CENTERPLEX MINAS SUL 01;5002809;17.066.754/0001-47;FECHADO TEMPORARIAMENTE;289;CENTERPLEX MINAS SUL;16776;;AV. SILVIO MONTEIRO DOS SANTOS ;180;;VALA DAS ANTAS;POÇOS DE CALDAS;3151800;MG;NÃO;COMERCIAL;EMPRESA CINE SÃO LUIZ LTDA;3099;17.066.754/0001-47;REGULAR;CENTERPLEX
CENTERPLEX MINAS SUL 02;5002811;17.066.754/0001-47;FECHADO TEMPORARIAMENTE;165;CENTERPLEX MINAS SUL;16776;;AV. SILVIO MONTEIRO DOS SANTOS ;180;;VALA DAS ANTAS;POÇOS DE CALDAS;3151800;MG;NÃO;COMERCIAL;EMPRESA CINE SÃO LUIZ LTDA;3099;17.066.754/0001-47;REGULAR;CENTERPLEX
CENTERPLEX MINAS SUL 03;5002810;17.066.754/0001-47;FECHADO TEMPORARIAMENTE;165;CENTERPLEX MINAS SUL;16776;;AV. SILVIO MONTEIRO DOS SANTOS ;180;;VALA DAS ANTAS;POÇOS DE CALDAS;3151800;MG;NÃO;COMERCIAL;EMPRESA CINE SÃO LUIZ LTDA;3099;17.066.754/0001-47;REGULAR;CENTERPLEX
CENTERPLEX MINAS SUL 04;5002808;17.066.754/0001-47;FECHADO TEMPORARIAMENTE;209;CENTERPLEX MINAS SUL;16776;;AV. SILVIO MONTEIRO DOS SANTOS ;180;;VALA DAS ANTAS;POÇOS DE CALDAS;3151800;MG;NÃO;COMERCIAL;EMPRESA CINE SÃO LUIZ LTDA;3099;17.066.754/0001-47;REGULAR;CENTERPLEX
CENTRO CULTURAL LSR - ODEON;5005175;33.497.660/0020-41;FECHADO TEMPORARIAMENTE;552;CENTRO CULTURAL LSR - ODEON;30136;www.kinoplex.com.br;PRAÇA FLORIANO;7;LOJAS A, B E C;CENTRO;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
CINECARIOCA MEIER 01;5003573;33.497.660/0011-50;FECHADO TEMPORARIAMENTE;183;CINECARIOCA MEIER;22589;WWW.KINOPLEX.COM.BR;RUA DIAS DA CRUZ (CENTRO CULTURAL JOÃO NOGUEIRA);170;;MEIER;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
CINECARIOCA MEIER 02;5003574;33.497.660/0011-50;FECHADO TEMPORARIAMENTE;111;CINECARIOCA MEIER;22589;WWW.KINOPLEX.COM.BR;RUA DIAS DA CRUZ (CENTRO CULTURAL JOÃO NOGUEIRA);170;;MEIER;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
CINECARIOCA MEIER 03;5003575;33.497.660/0011-50;FECHADO TEMPORARIAMENTE;111;CINECARIOCA MEIER;22589;WWW.KINOPLEX.COM.BR;RUA DIAS DA CRUZ (CENTRO CULTURAL JOÃO NOGUEIRA);170;;MEIER;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BAY MARKET SALA 01;5000192;33.497.660/0145-62;FECHADO TEMPORARIAMENTE;193;CINEMA BAY MARKET;2419;HTTP://WWW.KINOPLEX.COM.BR;RUA VISCONDE DO RIO BRANCO;360;LJ 3 - 3º PAV;CENTRO;NITERÓI;3303302;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BAY MARKET SALA 02;5000193;33.497.660/0145-62;EM FUNCIONAMENTO;191;CINEMA BAY MARKET;2419;HTTP://WWW.KINOPLEX.COM.BR;RUA VISCONDE DO RIO BRANCO;360;LJ 3 - 3º PAV;CENTRO;NITERÓI;3303302;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BAY MARKET SALA 03;5000194;33.497.660/0145-62;EM FUNCIONAMENTO;180;CINEMA BAY MARKET;2419;HTTP://WWW.KINOPLEX.COM.BR;RUA VISCONDE DO RIO BRANCO;360;LJ 3 - 3º PAV;CENTRO;NITERÓI;3303302;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BAY MARKET SALA 04;5000195;33.497.660/0145-62;EM FUNCIONAMENTO;180;CINEMA BAY MARKET;2419;HTTP://WWW.KINOPLEX.COM.BR;RUA VISCONDE DO RIO BRANCO;360;LJ 3 - 3º PAV;CENTRO;NITERÓI;3303302;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 1;5001918;33.497.660/0006-93;FECHADO TEMPORARIAMENTE;144;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 2;5001921;33.497.660/0006-93;FECHADO TEMPORARIAMENTE;131;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 3;5001922;33.497.660/0006-93;EM FUNCIONAMENTO;132;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 4;5001919;33.497.660/0006-93;EM FUNCIONAMENTO;171;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 5;5001920;33.497.660/0006-93;EM FUNCIONAMENTO;162;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
BOA VISTA 6;5001923;33.497.660/0006-93;EM FUNCIONAMENTO;141;CINEMA BOA VISTA;6634;WWW.KINOPLEX.COM.BR;RUA JOSÉ DE ALENCAR;105;SALA 202;BOA VISTA;RECIFE;2611606;PE;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
IGUATEMI 1;5000210;33.497.660/0141-39;EM FUNCIONAMENTO;207;CINEMA BOULEVARD RIO;2425;HTTP://WWW.KINOPLEX.COM.BR;RUA BARÃO DE SÃO FRANCISCO;236;LJ 301;VILA ISABEL;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
IGUATEMI 2;5000211;33.497.660/0141-39;EM FUNCIONAMENTO;139;CINEMA BOULEVARD RIO;2425;HTTP://WWW.KINOPLEX.COM.BR;RUA BARÃO DE SÃO FRANCISCO;236;LJ 301;VILA ISABEL;RIO DE JANEIRO;3304557;RJ;NÃO;COMERCIAL;EMPRESA CINEMAS SÃO LUIZ S/A;1991;33.497.660/0001-89;REGULAR;KINOPLEX
